"0,0,0",ClientProtocol.getFileInfo,0,"{""src"": ""#0""}","{""#0"": [""P"", ""/terasort/in-<JOBID>-198""]}"
"0,0,1",ClientProtocol.getFileInfo,24,"{""src"": ""#0""}","{""#0"": [""Y"", ""/tmp/hadoop-yarn/staging/shir/.staging""]}"
"0,0,2",ClientProtocol.mkdirs,17,"{""src"": ""#0"", ""masked"": {""perm"": ""#1""}, ""createParent"": ""#2""}","{""#2"": [""Y"", true], ""#0"": [""Y"", ""/tmp/hadoop-yarn/staging/shir/.staging""], ""#1"": [""Y"", 448]}"
"0,0,3",ClientProtocol.getFileInfo,193,"{""src"": ""#0""}","{""#0"": [""P"", ""/tmp/hadoop-yarn/staging/shir/.staging/job_<JOBID>_0001""]}"
"0,0,4",ClientProtocol.mkdirs,4,"{""src"": ""#0"", ""masked"": {""perm"": ""#1""}, ""createParent"": ""#2""}","{""#2"": [""Y"", true], ""#0"": [""R"", ""L-SS,,, run-0001-01.0,0,0,3,,, s,,, ClientProtocol.getFileInfo,src""], ""#1"": [""Y"", 493]}"
"0,0,5",ClientProtocol.setPermission,10,"{""src"": ""#0"", ""permission"": {""perm"": ""#1""}}","{""#0"": [""R"", ""L-SS,,, run-0001-01.0,0,0,4,,, s,,, ClientProtocol.mkdirs,src""], ""#1"": [""Y"", 448]}"
"0,0,6",ClientProtocol.getFileInfo,17,"{""src"": ""#0""}","{""#0"": [""P"", ""/tmp/hadoop-yarn/staging/shir/.staging/job_<JOBID>_0001/job.jar""]}"
"0,0,7",ClientProtocol.create,24,"{""clientName"": ""#0"", ""masked"": {""perm"": ""#2""}, ""replication"": ""#4"", ""createParent"": ""#5"", ""src"": ""#1"", ""blockSize"": ""#6"", ""createFlag"": ""#7"", ""cryptoProtocolVersion"": [""#3""]}","{""#2"": [""Y"", 420], ""#3"": [""Y"", ""ENCRYPTION_ZONES""], ""#0"": [""P"", ""DFSClient_NONMAPREDUCE_<RAND>_1""], ""#6"": [""Y"", 134217728], ""#1"": [""R"", ""L-SS,,, run-0001-01.0,0,0,6,,, s,,, ClientProtocol.getFileInfo,src""], ""#5"": [""Y"", true], ""#4"": [""Y"", 3], ""#7"": [""Y"", 3]}"
"0,0,8",ClientProtocol.setPermission,30,"{""src"": ""#0"", ""permission"": {""perm"": ""#1""}}","{""#0"": [""R"", ""L-SS,,, run-0001-01.0,0,0,7,,, s,,, ClientProtocol.create,src""], ""#1"": [""Y"", 420]}"
"0,0,9",ClientProtocol.setReplication,12,"{""src"": ""#0"", ""replication"": ""#1""}","{""#0"": [""R"", ""L-SS,,, run-0001-01.0,0,0,8,,, s,,, ClientProtocol.setPermission,src""], ""#1"": [""Y"", 10]}"
"0,0,10",ClientProtocol.addBlock,22,"{""clientName"": ""#0"", ""fileId"": ""#1"", ""src"": ""#2""}","{""#2"": [""R"", ""L-SS,,, run-0001-01.0,0,0,9,,, s,,, ClientProtocol.setReplication,src""], ""#0"": [""R"", ""L-SS,,, run-0001-01.0,0,0,7,,, s,,, ClientProtocol.create,clientName""], ""#1"": [""R"", ""L-SS,,, run-0001-01.0,0,0,7,,, r,,, ClientProtocol.create,fs.fileId""]}"
"1,1,0",DatanodeProtocol.blockReceivedAndDeleted,379,"{""registration"": {""datanodeID"": {""infoSecurePort"": ""#8"", ""datanodeUuid"": ""#19"", ""xferPort"": ""#16"", ""infoPort"": ""#14"", ""ipcPort"": ""#26"", ""hostName"": ""#22"", ""ipAddr"": ""#0""}, ""storageInfo"": {""clusterID"": ""#4"", ""namespceID"": ""#13"", ""cTime"": ""#20"", ""layoutVersion"": ""#3""}, ""keys"": {""tokenLifeTime"": ""#23"", ""keyUpdateInterval"": ""#12"", ""currentKey"": {""keyId"": ""#10"", ""expiryDate"": ""#18"", ""keyBytes"": ""#7""}, ""isBlockTokenEnabled"": ""#1""}, ""softwareVersion"": ""#17""}, ""blocks"": [{""storageUuid"": ""#5"", ""storage"": {""storageUuid"": ""#21"", ""state"": ""#9"", ""storageType"": ""#11""}, ""blocks"": [{""deleteHint"": ""#24"", ""block"": {""blockId"": ""#6"", ""genStamp"": ""#27"", ""numBytes"": ""#2""}, ""status"": ""#25""}]}], ""blockPoolId"": ""#15""}","{""#11"": [""Y"", ""DISK""], ""#5"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#13"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.namespceID""], ""#16"": [""M"", ""<XFERPORT>""], ""#2"": [""Y"", 301776], ""#10"": [""Y"", 0], ""#12"": [""Y"", 0], ""#23"": [""Y"", 0], ""#27"": [""R"", ""L-SR,,, run-0001-01.0,0,0,10,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#19"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.datanodeUuid""], ""#25"": [""Y"", ""RECEIVED""], ""#4"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.clusterID""], ""#7"": [""Y"", """"], ""#24"": [""Y"", """"], ""#6"": [""R"", ""L-SR,,, run-0001-01.0,0,0,10,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#26"": [""M"", ""<IPCPORT>""], ""#9"": [""Y"", ""NORMAL""], ""#18"": [""Y"", 0], ""#20"": [""Y"", 0], ""#21"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#3"": [""Y"", 4294967240], ""#17"": [""Y"", ""2.7.3""], ""#14"": [""M"", ""<INFOPORT>""], ""#0"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.ipAddr""], ""#22"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.hostName""], ""#1"": [""Y"", false], ""#15"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,blockPoolId""], ""#8"": [""M"", ""<INFOSECUREPORT>""]}"
"1,2,0",DatanodeProtocol.blockReceivedAndDeleted,379,"{""registration"": {""datanodeID"": {""infoSecurePort"": ""#8"", ""datanodeUuid"": ""#19"", ""xferPort"": ""#16"", ""infoPort"": ""#14"", ""ipcPort"": ""#26"", ""hostName"": ""#22"", ""ipAddr"": ""#0""}, ""storageInfo"": {""clusterID"": ""#4"", ""namespceID"": ""#13"", ""cTime"": ""#20"", ""layoutVersion"": ""#3""}, ""keys"": {""tokenLifeTime"": ""#23"", ""keyUpdateInterval"": ""#12"", ""currentKey"": {""keyId"": ""#10"", ""expiryDate"": ""#18"", ""keyBytes"": ""#7""}, ""isBlockTokenEnabled"": ""#1""}, ""softwareVersion"": ""#17""}, ""blocks"": [{""storageUuid"": ""#5"", ""storage"": {""storageUuid"": ""#21"", ""state"": ""#9"", ""storageType"": ""#11""}, ""blocks"": [{""deleteHint"": ""#24"", ""block"": {""blockId"": ""#6"", ""genStamp"": ""#27"", ""numBytes"": ""#2""}, ""status"": ""#25""}]}], ""blockPoolId"": ""#15""}","{""#11"": [""Y"", ""DISK""], ""#5"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#13"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.namespceID""], ""#16"": [""M"", ""<XFERPORT>""], ""#2"": [""Y"", 301776], ""#10"": [""Y"", 0], ""#12"": [""Y"", 0], ""#23"": [""Y"", 0], ""#27"": [""R"", ""L-SR,,, run-0001-01.0,0,0,10,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#19"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.datanodeUuid""], ""#25"": [""Y"", ""RECEIVED""], ""#4"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.clusterID""], ""#7"": [""Y"", """"], ""#24"": [""Y"", """"], ""#6"": [""R"", ""L-SR,,, run-0001-01.0,0,0,10,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#26"": [""M"", ""<IPCPORT>""], ""#9"": [""Y"", ""NORMAL""], ""#18"": [""Y"", 0], ""#20"": [""Y"", 0], ""#21"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#3"": [""Y"", 4294967240], ""#17"": [""Y"", ""2.7.3""], ""#14"": [""M"", ""<INFOPORT>""], ""#0"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.ipAddr""], ""#22"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.hostName""], ""#1"": [""Y"", false], ""#15"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,blockPoolId""], ""#8"": [""M"", ""<INFOSECUREPORT>""]}"
