"0,0,0",ClientProtocol.getFileInfo,0,"{""src"": ""#0""}","{""#0"": [""P"", ""/terasort/in-<JOBID>-784""]}"
"0,0,1",ClientProtocol.getListing,51,"{""startAfter"": ""#0"", ""needLocation"": ""#1"", ""src"": ""#2""}","{""#1"": [""Y"", true], ""#0"": [""Y"", """"], ""#2"": [""R"", ""L-SS,,, run-0002-01.0,0,0,0,,, s,,, ClientProtocol.getFileInfo,src""]}"
"0,0,2",ClientProtocol.create,89,"{""createParent"": ""#1"", ""replication"": ""#2"", ""cryptoProtocolVersion"": [""#7""], ""src"": ""#3"", ""clientName"": ""#4"", ""masked"": {""perm"": ""#0""}, ""blockSize"": ""#5"", ""createFlag"": ""#6""}","{""#1"": [""Y"", true], ""#3"": [""P"", ""/terasort/out-<JOBID>-784/_partition.lst""], ""#7"": [""Y"", ""ENCRYPTION_ZONES""], ""#0"": [""Y"", 420], ""#6"": [""Y"", 3], ""#4"": [""P"", ""DFSClient_NONMAPREDUCE_<RAND>_1""], ""#5"": [""Y"", 134217728], ""#2"": [""Y"", 10]}"
"2,1,0",ClientProtocol.getServerDefaults,22,,
"2,2,0",ClientProtocol.getServerDefaults,22,,
"2,3,0",ClientProtocol.getServerDefaults,22,,
"2,4,0",ClientProtocol.getServerDefaults,22,,
"2,5,0",ClientProtocol.getServerDefaults,22,,
"2,6,0",ClientProtocol.getServerDefaults,22,,
"2,7,0",ClientProtocol.getServerDefaults,22,,
"2,8,0",ClientProtocol.getServerDefaults,22,,
"2,9,0",ClientProtocol.getServerDefaults,22,,
"2,10,0",ClientProtocol.getServerDefaults,22,,
"3,0,0",ClientProtocol.addBlock,263,"{""clientName"": ""#0"", ""fileId"": ""#1"", ""src"": ""#2""}","{""#1"": [""R"", ""L-SS,,, run-0002-01.0,0,0,2,,, r,,, ClientProtocol.create,fs.fileId""], ""#0"": [""R"", ""L-SS,,, run-0002-01.0,0,0,2,,, s,,, ClientProtocol.create,clientName""], ""#2"": [""R"", ""L-SS,,, run-0002-01.0,0,0,2,,, s,,, ClientProtocol.create,src""]}"
"4,1,0",DatanodeProtocol.blockReceivedAndDeleted,73,"{""blocks"": [{""storageUuid"": ""#11"", ""blocks"": [{""block"": {""blockId"": ""#14"", ""numBytes"": ""#27"", ""genStamp"": ""#1""}, ""deleteHint"": ""#12"", ""status"": ""#17""}], ""storage"": {""storageUuid"": ""#10"", ""storageType"": ""#2"", ""state"": ""#9""}}], ""blockPoolId"": ""#13"", ""registration"": {""storageInfo"": {""namespceID"": ""#25"", ""clusterID"": ""#8"", ""layoutVersion"": ""#23"", ""cTime"": ""#19""}, ""keys"": {""isBlockTokenEnabled"": ""#4"", ""tokenLifeTime"": ""#6"", ""currentKey"": {""keyBytes"": ""#22"", ""keyId"": ""#20"", ""expiryDate"": ""#24""}, ""keyUpdateInterval"": ""#0""}, ""softwareVersion"": ""#16"", ""datanodeID"": {""infoSecurePort"": ""#5"", ""datanodeUuid"": ""#3"", ""xferPort"": ""#18"", ""ipAddr"": ""#15"", ""infoPort"": ""#21"", ""hostName"": ""#7"", ""ipcPort"": ""#26""}}}","{""#5"": [""M"", ""<INFOSECUREPORT>""], ""#3"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.datanodeUuid""], ""#25"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.namespceID""], ""#17"": [""Y"", ""RECEIVED""], ""#18"": [""M"", ""<XFERPORT>""], ""#11"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#1"": [""R"", ""L-SR,,, run-0002-01.0,3,0,0,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#16"": [""Y"", ""2.8.1""], ""#0"": [""Y"", 0], ""#6"": [""Y"", 0], ""#20"": [""Y"", 0], ""#12"": [""Y"", """"], ""#4"": [""Y"", false], ""#8"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.clusterID""], ""#22"": [""Y"", """"], ""#7"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.hostName""], ""#9"": [""Y"", ""NORMAL""], ""#15"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.ipAddr""], ""#21"": [""M"", ""<INFOPORT>""], ""#24"": [""Y"", 0], ""#10"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#19"": [""Y"", 0], ""#23"": [""Y"", 4294967240], ""#2"": [""Y"", ""DISK""], ""#26"": [""M"", ""<IPCPORT>""], ""#14"": [""R"", ""L-SR,,, run-0002-01.0,3,0,0,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#27"": [""Y"", 109], ""#13"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,blockPoolId""]}"
"4,2,0",DatanodeProtocol.blockReceivedAndDeleted,73,"{""blocks"": [{""storageUuid"": ""#11"", ""blocks"": [{""block"": {""blockId"": ""#14"", ""numBytes"": ""#27"", ""genStamp"": ""#1""}, ""deleteHint"": ""#12"", ""status"": ""#17""}], ""storage"": {""storageUuid"": ""#10"", ""storageType"": ""#2"", ""state"": ""#9""}}], ""blockPoolId"": ""#13"", ""registration"": {""storageInfo"": {""namespceID"": ""#25"", ""clusterID"": ""#8"", ""layoutVersion"": ""#23"", ""cTime"": ""#19""}, ""keys"": {""isBlockTokenEnabled"": ""#4"", ""tokenLifeTime"": ""#6"", ""currentKey"": {""keyBytes"": ""#22"", ""keyId"": ""#20"", ""expiryDate"": ""#24""}, ""keyUpdateInterval"": ""#0""}, ""softwareVersion"": ""#16"", ""datanodeID"": {""infoSecurePort"": ""#5"", ""datanodeUuid"": ""#3"", ""xferPort"": ""#18"", ""ipAddr"": ""#15"", ""infoPort"": ""#21"", ""hostName"": ""#7"", ""ipcPort"": ""#26""}}}","{""#5"": [""M"", ""<INFOSECUREPORT>""], ""#3"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.datanodeUuid""], ""#25"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.namespceID""], ""#17"": [""Y"", ""RECEIVED""], ""#18"": [""M"", ""<XFERPORT>""], ""#11"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#1"": [""R"", ""L-SR,,, run-0002-01.0,3,0,0,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#16"": [""Y"", ""2.8.1""], ""#0"": [""Y"", 0], ""#6"": [""Y"", 0], ""#20"": [""Y"", 0], ""#12"": [""Y"", """"], ""#4"": [""Y"", false], ""#8"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.clusterID""], ""#22"": [""Y"", """"], ""#7"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.hostName""], ""#9"": [""Y"", ""NORMAL""], ""#15"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.ipAddr""], ""#21"": [""M"", ""<INFOPORT>""], ""#24"": [""Y"", 0], ""#10"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#19"": [""Y"", 0], ""#23"": [""Y"", 4294967240], ""#2"": [""Y"", ""DISK""], ""#26"": [""M"", ""<IPCPORT>""], ""#14"": [""R"", ""L-SR,,, run-0002-01.0,3,0,0,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#27"": [""Y"", 109], ""#13"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,blockPoolId""]}"
"4,3,0",DatanodeProtocol.blockReceivedAndDeleted,73,"{""blocks"": [{""storageUuid"": ""#11"", ""blocks"": [{""block"": {""blockId"": ""#14"", ""numBytes"": ""#27"", ""genStamp"": ""#1""}, ""deleteHint"": ""#12"", ""status"": ""#17""}], ""storage"": {""storageUuid"": ""#10"", ""storageType"": ""#2"", ""state"": ""#9""}}], ""blockPoolId"": ""#13"", ""registration"": {""storageInfo"": {""namespceID"": ""#25"", ""clusterID"": ""#8"", ""layoutVersion"": ""#23"", ""cTime"": ""#19""}, ""keys"": {""isBlockTokenEnabled"": ""#4"", ""tokenLifeTime"": ""#6"", ""currentKey"": {""keyBytes"": ""#22"", ""keyId"": ""#20"", ""expiryDate"": ""#24""}, ""keyUpdateInterval"": ""#0""}, ""softwareVersion"": ""#16"", ""datanodeID"": {""infoSecurePort"": ""#5"", ""datanodeUuid"": ""#3"", ""xferPort"": ""#18"", ""ipAddr"": ""#15"", ""infoPort"": ""#21"", ""hostName"": ""#7"", ""ipcPort"": ""#26""}}}","{""#5"": [""M"", ""<INFOSECUREPORT>""], ""#3"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.datanodeUuid""], ""#25"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.namespceID""], ""#17"": [""Y"", ""RECEIVED""], ""#18"": [""M"", ""<XFERPORT>""], ""#11"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#1"": [""R"", ""L-SR,,, run-0002-01.0,3,0,0,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#16"": [""Y"", ""2.8.1""], ""#0"": [""Y"", 0], ""#6"": [""Y"", 0], ""#20"": [""Y"", 0], ""#12"": [""Y"", """"], ""#4"": [""Y"", false], ""#8"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.clusterID""], ""#22"": [""Y"", """"], ""#7"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.hostName""], ""#9"": [""Y"", ""NORMAL""], ""#15"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.ipAddr""], ""#21"": [""M"", ""<INFOPORT>""], ""#24"": [""Y"", 0], ""#10"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#19"": [""Y"", 0], ""#23"": [""Y"", 4294967240], ""#2"": [""Y"", ""DISK""], ""#26"": [""M"", ""<IPCPORT>""], ""#14"": [""R"", ""L-SR,,, run-0002-01.0,3,0,0,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#27"": [""Y"", 109], ""#13"": [""R"", ""G-SR,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,blockPoolId""]}"
