"0,0,0",ClientProtocol.create,0,"{""createParent"": ""#1"", ""replication"": ""#2"", ""cryptoProtocolVersion"": [""#7""], ""src"": ""#3"", ""clientName"": ""#4"", ""masked"": {""perm"": ""#0""}, ""blockSize"": ""#5"", ""createFlag"": ""#6""}","{""#1"": [""Y"", true], ""#3"": [""P"", ""/terasort/out-<JOBID>-784/_temporary/1/_temporary/attempt_<JOBID>_0002_r_000299_0/part-r-00299""], ""#7"": [""Y"", ""ENCRYPTION_ZONES""], ""#0"": [""Y"", 420], ""#6"": [""Y"", 3], ""#4"": [""P"", ""DFSClient_attempt_<JOBID>_0002_r_000299_0_<RAND>_0""], ""#5"": [""Y"", 134217728], ""#2"": [""Y"", 1]}"
"0,0,1",ClientProtocol.addBlock,66,"{""clientName"": ""#0"", ""fileId"": ""#1"", ""src"": ""#2""}","{""#1"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,0,,, r,,, ClientProtocol.create,fs.fileId""], ""#0"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,0,,, s,,, ClientProtocol.create,clientName""], ""#2"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,0,,, s,,, ClientProtocol.create,src""]}"
"0,0,2",DatanodeProtocol.blockReceivedAndDeleted,999,"{""blocks"": [{""storageUuid"": ""#11"", ""blocks"": [{""block"": {""blockId"": ""#14"", ""numBytes"": ""#27"", ""genStamp"": ""#1""}, ""deleteHint"": ""#12"", ""status"": ""#17""}], ""storage"": {""storageUuid"": ""#10"", ""storageType"": ""#2"", ""state"": ""#9""}}], ""blockPoolId"": ""#13"", ""registration"": {""storageInfo"": {""namespceID"": ""#25"", ""clusterID"": ""#8"", ""layoutVersion"": ""#23"", ""cTime"": ""#19""}, ""keys"": {""isBlockTokenEnabled"": ""#4"", ""tokenLifeTime"": ""#6"", ""currentKey"": {""keyBytes"": ""#22"", ""keyId"": ""#20"", ""expiryDate"": ""#24""}, ""keyUpdateInterval"": ""#0""}, ""softwareVersion"": ""#16"", ""datanodeID"": {""infoSecurePort"": ""#5"", ""datanodeUuid"": ""#3"", ""xferPort"": ""#18"", ""ipAddr"": ""#15"", ""infoPort"": ""#21"", ""hostName"": ""#7"", ""ipcPort"": ""#26""}}}","{""#5"": [""M"", ""<INFOSECUREPORT>""], ""#3"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.datanodeUuid""], ""#25"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.namespceID""], ""#17"": [""Y"", ""RECEIVED""], ""#18"": [""M"", ""<XFERPORT>""], ""#11"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#1"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,1,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#16"": [""Y"", ""2.8.1""], ""#0"": [""Y"", 0], ""#6"": [""Y"", 0], ""#20"": [""Y"", 0], ""#12"": [""Y"", """"], ""#4"": [""Y"", false], ""#8"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.clusterID""], ""#22"": [""Y"", """"], ""#7"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.hostName""], ""#9"": [""Y"", ""NORMAL""], ""#15"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.ipAddr""], ""#21"": [""M"", ""<INFOPORT>""], ""#24"": [""Y"", 0], ""#10"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#19"": [""Y"", 0], ""#23"": [""Y"", 4294967240], ""#2"": [""Y"", ""DISK""], ""#26"": [""M"", ""<IPCPORT>""], ""#14"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,1,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#27"": [""Y"", 134217728], ""#13"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,blockPoolId""]}"
"0,0,3",ClientProtocol.getServerDefaults,17,,
"0,0,4",ClientProtocol.addBlock,983,"{""clientName"": ""#5"", ""previous"": {""blockId"": ""#3"", ""poolId"": ""#1"", ""numBytes"": ""#4"", ""generationStamp"": ""#0""}, ""fileId"": ""#6"", ""src"": ""#2""}","{""#1"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,1,,, r,,, ClientProtocol.addBlock,block.b.poolId""], ""#3"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,1,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#0"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,1,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#6"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,1,,, s,,, ClientProtocol.addBlock,fileId""], ""#4"": [""Y"", 134217728], ""#5"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,1,,, s,,, ClientProtocol.addBlock,clientName""], ""#2"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,1,,, s,,, ClientProtocol.addBlock,src""]}"
"0,0,5",DatanodeProtocol.blockReceivedAndDeleted,1054,"{""blocks"": [{""storageUuid"": ""#11"", ""blocks"": [{""block"": {""blockId"": ""#14"", ""numBytes"": ""#27"", ""genStamp"": ""#1""}, ""deleteHint"": ""#12"", ""status"": ""#17""}], ""storage"": {""storageUuid"": ""#10"", ""storageType"": ""#2"", ""state"": ""#9""}}], ""blockPoolId"": ""#13"", ""registration"": {""storageInfo"": {""namespceID"": ""#25"", ""clusterID"": ""#8"", ""layoutVersion"": ""#23"", ""cTime"": ""#19""}, ""keys"": {""isBlockTokenEnabled"": ""#4"", ""tokenLifeTime"": ""#6"", ""currentKey"": {""keyBytes"": ""#22"", ""keyId"": ""#20"", ""expiryDate"": ""#24""}, ""keyUpdateInterval"": ""#0""}, ""softwareVersion"": ""#16"", ""datanodeID"": {""infoSecurePort"": ""#5"", ""datanodeUuid"": ""#3"", ""xferPort"": ""#18"", ""ipAddr"": ""#15"", ""infoPort"": ""#21"", ""hostName"": ""#7"", ""ipcPort"": ""#26""}}}","{""#5"": [""M"", ""<INFOSECUREPORT>""], ""#3"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.datanodeUuid""], ""#25"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.namespceID""], ""#17"": [""Y"", ""RECEIVED""], ""#18"": [""M"", ""<XFERPORT>""], ""#11"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#1"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,4,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#16"": [""Y"", ""2.8.1""], ""#0"": [""Y"", 0], ""#6"": [""Y"", 0], ""#20"": [""Y"", 0], ""#12"": [""Y"", """"], ""#4"": [""Y"", false], ""#8"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.clusterID""], ""#22"": [""Y"", """"], ""#7"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.hostName""], ""#9"": [""Y"", ""NORMAL""], ""#15"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.ipAddr""], ""#21"": [""M"", ""<INFOPORT>""], ""#24"": [""Y"", 0], ""#10"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#19"": [""Y"", 0], ""#23"": [""Y"", 4294967240], ""#2"": [""Y"", ""DISK""], ""#26"": [""M"", ""<IPCPORT>""], ""#14"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,4,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#27"": [""Y"", 134217728], ""#13"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,blockPoolId""]}"
"0,0,6",ClientProtocol.addBlock,1,"{""clientName"": ""#5"", ""previous"": {""blockId"": ""#3"", ""poolId"": ""#1"", ""numBytes"": ""#4"", ""generationStamp"": ""#0""}, ""fileId"": ""#6"", ""src"": ""#2""}","{""#1"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,4,,, s,,, ClientProtocol.addBlock,previous.poolId""], ""#3"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,4,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#0"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,4,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#6"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,4,,, s,,, ClientProtocol.addBlock,fileId""], ""#4"": [""Y"", 134217728], ""#5"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,4,,, s,,, ClientProtocol.addBlock,clientName""], ""#2"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,4,,, s,,, ClientProtocol.addBlock,src""]}"
"0,0,7",DatanodeProtocol.blockReceivedAndDeleted,933,"{""blocks"": [{""storageUuid"": ""#11"", ""blocks"": [{""block"": {""blockId"": ""#14"", ""numBytes"": ""#27"", ""genStamp"": ""#1""}, ""deleteHint"": ""#12"", ""status"": ""#17""}], ""storage"": {""storageUuid"": ""#10"", ""storageType"": ""#2"", ""state"": ""#9""}}], ""blockPoolId"": ""#13"", ""registration"": {""storageInfo"": {""namespceID"": ""#25"", ""clusterID"": ""#8"", ""layoutVersion"": ""#23"", ""cTime"": ""#19""}, ""keys"": {""isBlockTokenEnabled"": ""#4"", ""tokenLifeTime"": ""#6"", ""currentKey"": {""keyBytes"": ""#22"", ""keyId"": ""#20"", ""expiryDate"": ""#24""}, ""keyUpdateInterval"": ""#0""}, ""softwareVersion"": ""#16"", ""datanodeID"": {""infoSecurePort"": ""#5"", ""datanodeUuid"": ""#3"", ""xferPort"": ""#18"", ""ipAddr"": ""#15"", ""infoPort"": ""#21"", ""hostName"": ""#7"", ""ipcPort"": ""#26""}}}","{""#5"": [""M"", ""<INFOSECUREPORT>""], ""#3"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.datanodeUuid""], ""#25"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.namespceID""], ""#17"": [""Y"", ""RECEIVED""], ""#18"": [""M"", ""<XFERPORT>""], ""#11"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#1"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,6,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#16"": [""Y"", ""2.8.1""], ""#0"": [""Y"", 0], ""#6"": [""Y"", 0], ""#20"": [""Y"", 0], ""#12"": [""Y"", """"], ""#4"": [""Y"", false], ""#8"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.clusterID""], ""#22"": [""Y"", """"], ""#7"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.hostName""], ""#9"": [""Y"", ""NORMAL""], ""#15"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.ipAddr""], ""#21"": [""M"", ""<INFOPORT>""], ""#24"": [""Y"", 0], ""#10"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#19"": [""Y"", 0], ""#23"": [""Y"", 4294967240], ""#2"": [""Y"", ""DISK""], ""#26"": [""M"", ""<IPCPORT>""], ""#14"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,6,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#27"": [""Y"", 134217728], ""#13"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,blockPoolId""]}"
"0,0,8",ClientProtocol.addBlock,0,"{""clientName"": ""#5"", ""previous"": {""blockId"": ""#3"", ""poolId"": ""#1"", ""numBytes"": ""#4"", ""generationStamp"": ""#0""}, ""fileId"": ""#6"", ""src"": ""#2""}","{""#1"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,6,,, s,,, ClientProtocol.addBlock,previous.poolId""], ""#3"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,6,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#0"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,6,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#6"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,6,,, s,,, ClientProtocol.addBlock,fileId""], ""#4"": [""Y"", 134217728], ""#5"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,6,,, s,,, ClientProtocol.addBlock,clientName""], ""#2"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,6,,, s,,, ClientProtocol.addBlock,src""]}"
"0,0,9",DatanodeProtocol.blockReceivedAndDeleted,962,"{""blocks"": [{""storageUuid"": ""#11"", ""blocks"": [{""block"": {""blockId"": ""#14"", ""numBytes"": ""#27"", ""genStamp"": ""#1""}, ""deleteHint"": ""#12"", ""status"": ""#17""}], ""storage"": {""storageUuid"": ""#10"", ""storageType"": ""#2"", ""state"": ""#9""}}], ""blockPoolId"": ""#13"", ""registration"": {""storageInfo"": {""namespceID"": ""#25"", ""clusterID"": ""#8"", ""layoutVersion"": ""#23"", ""cTime"": ""#19""}, ""keys"": {""isBlockTokenEnabled"": ""#4"", ""tokenLifeTime"": ""#6"", ""currentKey"": {""keyBytes"": ""#22"", ""keyId"": ""#20"", ""expiryDate"": ""#24""}, ""keyUpdateInterval"": ""#0""}, ""softwareVersion"": ""#16"", ""datanodeID"": {""infoSecurePort"": ""#5"", ""datanodeUuid"": ""#3"", ""xferPort"": ""#18"", ""ipAddr"": ""#15"", ""infoPort"": ""#21"", ""hostName"": ""#7"", ""ipcPort"": ""#26""}}}","{""#5"": [""M"", ""<INFOSECUREPORT>""], ""#3"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.datanodeUuid""], ""#25"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.namespceID""], ""#17"": [""Y"", ""RECEIVED""], ""#18"": [""M"", ""<XFERPORT>""], ""#11"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#1"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,8,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#16"": [""Y"", ""2.8.1""], ""#0"": [""Y"", 0], ""#6"": [""Y"", 0], ""#20"": [""Y"", 0], ""#12"": [""Y"", """"], ""#4"": [""Y"", false], ""#8"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.storageInfo.clusterID""], ""#22"": [""Y"", """"], ""#7"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.hostName""], ""#9"": [""Y"", ""NORMAL""], ""#15"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,registration.datanodeID.ipAddr""], ""#21"": [""M"", ""<INFOPORT>""], ""#24"": [""Y"", 0], ""#10"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,reports[0].storage.storageUuid""], ""#19"": [""Y"", 0], ""#23"": [""Y"", 4294967240], ""#2"": [""Y"", ""DISK""], ""#26"": [""M"", ""<IPCPORT>""], ""#14"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,8,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#27"": [""Y"", 134217728], ""#13"": [""R"", ""G-SS,,, dn.0,0,0,2,,, s,,, DatanodeProtocol.blockReport,blockPoolId""]}"
"0,0,10",ClientProtocol.addBlock,0,"{""clientName"": ""#5"", ""previous"": {""blockId"": ""#3"", ""poolId"": ""#1"", ""numBytes"": ""#4"", ""generationStamp"": ""#0""}, ""fileId"": ""#6"", ""src"": ""#2""}","{""#1"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,8,,, s,,, ClientProtocol.addBlock,previous.poolId""], ""#3"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,8,,, r,,, ClientProtocol.addBlock,block.b.blockId""], ""#0"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,8,,, r,,, ClientProtocol.addBlock,block.b.generationStamp""], ""#6"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,8,,, s,,, ClientProtocol.addBlock,fileId""], ""#4"": [""Y"", 134217728], ""#5"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,8,,, s,,, ClientProtocol.addBlock,clientName""], ""#2"": [""R"", ""L-SS,,, reducer-0002-01.0,0,0,8,,, s,,, ClientProtocol.addBlock,src""]}"
